n,e_tilda,w^2
0.0,0.0,0.0
3.0,-6.719101123595504,0.0
4.0,-7.4606741573033695,0.0
5.0,-3.7078651685393282,0.0
301.0,257.685393258427,1.0
314.0,263.7752808988764,1.0
313.0,255.52808988764036,1.0
314.0,254.78651685393265,1.0
328.0,255.64044943820227,1.0
329.0,257.1460674157304,1.0
420.0,335.7303370786517,0.0
419.0,336.47191011235964,0.0
418.0,332.71910112359546,0.0
424.0,366.47191011235964,0.0
479.0,433.55056179775283,0.0
478.0,434.29213483146077,0.0
507.0,507.16853932584263,0.0
590.0,533.2584269662921,1.0
591.0,537.0112359550562,1.0
553.0,641.5955056179778,1.0
552.0,644.5842696629215,1.0
552.0,642.3370786516853,1.0
542.0,712.674157303371,0.0
536.0,719.370786516854,0.0
535.0,717.8651685393261,0.0
535.0,715.6179775280898,0.0
587.0,744.4719101123596,0.0
586.0,742.9662921348313,0.0
571.0,756.3370786516853,0.0
589.0,794.674157303371,1.0
576.0,826.7865168539324,0.0
584.0,827.5955056179778,0.0
589.0,837.370786516854,0.0
592.0,844.1348314606744,0.0
598.0,848.674157303371,0.0
597.0,844.9213483146068,0.0
599.0,852.4269662921347,0.0
628.0,884.8539325842698,0.0
658.0,925.5280898876404,0.0
655.0,925.5056179775283,0.0
655.0,930.0,0.0
655.0,930.0,0.0
656.0,931.5056179775283,0.0
670.0,900.8988764044943,0.0
682.0,916.7191011235955,0.0
681.0,915.2134831460676,0.0
681.0,915.2134831460676,0.0
686.0,929.4831460674159,1.0
686.0,929.4831460674159,1.0
643.0,1053.5056179775283,0.0
643.0,1051.258426966292,0.0
641.0,1043.7528089887642,0.0
642.0,1047.5056179775283,0.0
634.0,1028.7191011235955,0.0
657.0,957.7303370786517,1.0
634.0,990.5168539325841,1.0
634.0,988.2696629213483,1.0
607.0,1003.7977528089887,0.0
622.0,994.9213483146068,0.0
655.0,997.4157303370789,0.0
658.0,999.6853932584272,0.0
641.0,1019.0337078651687,0.0
640.0,1017.5280898876404,0.0
645.0,1029.5505617977528,0.0
644.0,1034.7865168539324,0.0
645.0,1031.7977528089887,0.0
646.0,1035.5505617977528,0.0
642.0,1029.5280898876404,1.0
626.0,1041.3932584269664,1.0
625.0,1039.887640449438,1.0
625.0,1039.887640449438,1.0
620.0,1104.2696629213483,0.0
612.0,1114.696629213483,0.0
615.0,1110.2247191011238,0.0
618.0,1114.741573033708,0.0
622.0,1138.741573033708,0.0
623.0,1142.494382022472,0.0
622.0,1138.741573033708,0.0
609.0,1121.415730337079,0.0
611.0,1122.1797752808989,0.0
603.0,1121.370786516854,0.0
602.0,1119.865168539326,0.0
601.0,1120.6067415730336,0.0
602.0,1122.112359550562,0.0
598.0,1125.0786516853932,0.0
604.0,1136.3595505617977,0.0
605.0,1142.3595505617977,0.0
614.0,1142.4269662921347,0.0
616.0,1143.191011235955,0.0
617.0,1142.4494382022472,0.0
615.0,1132.696629213483,0.0
619.0,1149.9550561797755,0.0
619.0,1149.9550561797755,0.0
621.0,1152.9662921348313,0.0
623.0,1151.4831460674159,0.0
622.0,1149.9775280898875,0.0
622.0,1138.741573033708,0.0
621.0,1143.9775280898875,0.0
624.0,1141.7528089887642,0.0
624.0,1132.7640449438204,0.0
624.0,1132.7640449438204,0.0
623.0,1129.0112359550562,0.0
626.0,1126.7865168539324,0.0
632.0,1135.8202247191011,0.0
626.0,1129.0337078651687,0.0
626.0,1129.0337078651687,0.0
625.0,1125.2808988764045,0.0
627.0,1123.7977528089887,0.0
628.0,1123.0561797752807,0.0
629.0,1124.561797752809,0.0
630.0,1123.8202247191011,0.0
620.0,1131.2359550561796,0.0
620.0,1137.9775280898875,0.0
618.0,1143.9550561797755,0.0
616.0,1149.932584269663,0.0
615.0,1146.1797752808989,0.0
615.0,1143.932584269663,0.0
614.0,1153.6629213483147,0.0
611.0,1153.6404494382023,0.0
604.0,1145.3483146067415,0.0
605.0,1146.8539325842698,0.0
