n,e_tilda,w^2
0.0,0.0,0.0
113.0,93.05376344086017,0.0
139.0,109.26881720430106,0.0
140.0,106.66666666666663,0.0
141.0,106.21505376344078,0.0
133.0,131.33333333333326,0.0
134.0,133.0322580645161,0.0
135.0,132.58064516129025,0.0
133.0,131.33333333333326,0.0
133.0,131.33333333333326,0.0
134.0,135.18279569892468,0.0
135.0,147.63440860215053,0.0
137.0,153.18279569892468,0.0
136.0,149.33333333333326,0.0
281.0,322.5591397849462,0.0
329.0,414.86021505376334,1.0
330.0,485.3763440860214,1.0
334.0,492.17204301075253,1.0
346.0,458.79569892473114,0.0
364.0,504.43010752688156,1.0
348.0,481.54838709677415,1.0
308.0,484.5591397849462,1.0
303.0,461.01075268817203,0.0
309.0,471.20430107526863,0.0
310.0,477.20430107526863,0.0
317.0,474.04301075268813,0.0
317.0,474.04301075268813,0.0
315.0,483.54838709677415,0.0
344.0,485.505376344086,0.0
352.0,499.0967741935483,0.0
329.0,509.48387096774195,1.0
326.0,508.6881720430106,1.0
326.0,508.6881720430106,1.0
312.0,510.70967741935465,1.0
319.0,470.98924731182797,0.0
324.0,445.07526881720423,0.0
341.0,422.3440860215053,0.0
342.0,419.74193548387075,0.0
358.0,406.0645161290322,1.0
348.0,417.0322580645161,0.0
347.0,447.5913978494623,0.0
349.0,453.13978494623643,0.0
348.0,451.4408602150536,0.0
344.0,397.33333333333326,0.0
344.0,384.43010752688156,0.0
328.0,426.0645161290322,0.0
326.0,433.4193548387095,0.0
338.0,440.9032258064515,0.0
340.0,444.30107526881716,0.0
339.0,440.4516129032256,0.0
