n,e_tilda,w^2
0.0,0.0,0.0
14.0,38.347826086956516,0.0
42.0,38.95652173913041,0.0
45.0,46.086956521739125,0.0
46.0,43.391304347826065,0.0
233.0,241.47826086956502,0.0
237.0,239.391304347826,0.0
295.0,309.1304347826085,0.0
296.0,310.782608695652,0.0
295.0,313.478260869565,0.0
303.0,309.30434782608677,0.0
304.0,313.1304347826085,0.0
436.0,389.91304347826053,0.0
543.0,647.1304347826085,4.0
546.0,658.6086956521735,4.0
556.0,640.3478260869565,1.0
557.0,639.8260869565215,1.0
557.0,637.652173913043,1.0
609.0,782.260869565217,1.0
618.0,771.0434782608695,1.0
620.0,776.5217391304345,1.0
618.0,777.565217391304,1.0
617.0,780.260869565217,1.0
613.0,836.695652173913,0.0
612.0,832.869565217391,0.0
611.0,829.0434782608695,0.0
628.0,859.3043478260865,0.0
631.0,862.086956521739,0.0
632.0,863.7391304347825,0.0
646.0,862.95652173913,0.0
646.0,862.95652173913,0.0
638.0,904.086956521739,4.0
684.0,930.086956521739,0.0
683.0,928.4347826086955,0.0
603.0,891.9130434782605,0.0
601.0,912.5217391304345,0.0
600.0,908.695652173913,0.0
599.0,909.2173913043475,0.0
607.0,915.9130434782605,0.0
611.0,924.695652173913,0.0
612.0,924.173913043478,0.0
612.0,926.3478260869565,0.0
611.0,924.695652173913,0.0
609.0,925.7391304347825,0.0
608.0,928.4347826086955,0.0
603.0,924.5217391304345,0.0
603.0,924.5217391304345,0.0
603.0,924.5217391304345,0.0
603.0,915.8260869565215,0.0
603.0,922.3478260869565,0.0
601.0,923.391304347826,0.0
596.0,906.4347826086955,0.0
595.0,906.95652173913,0.0
594.0,903.1304347826085,0.0
592.0,932.4347826086955,0.0
591.0,919.9130434782605,0.0
593.0,921.0434782608695,0.0
592.0,915.0434782608695,0.0
591.0,909.0434782608695,0.0
590.0,907.391304347826,0.0
655.0,919.1304347826085,0.0
619.0,905.3043478260865,1.0
618.0,897.1304347826085,1.0
619.0,874.869565217391,1.0
660.0,916.5217391304345,0.0
661.0,920.3478260869565,0.0
662.0,919.8260869565215,0.0
662.0,917.652173913043,0.0
657.0,909.391304347826,0.0
661.0,902.95652173913,0.0
671.0,893.391304347826,0.0
672.0,897.2173913043475,0.0
671.0,897.7391304347825,0.0
672.0,895.0434782608695,0.0
659.0,890.95652173913,0.0
660.0,894.782608695652,0.0
659.0,890.95652173913,0.0
660.0,892.6086956521735,0.0
660.0,901.3043478260865,0.0
665.0,922.6086956521735,0.0
665.0,920.4347826086955,0.0
666.0,924.260869565217,0.0
664.0,931.8260869565215,0.0
606.0,968.6086956521735,1.0
605.0,973.478260869565,1.0
604.0,971.8260869565215,1.0
624.0,987.478260869565,1.0
625.0,991.3043478260865,1.0
624.0,989.652173913043,1.0
612.0,982.869565217391,0.0
613.0,986.695652173913,0.0
616.0,991.652173913043,0.0
617.0,993.3043478260865,0.0
619.0,992.260869565217,0.0
619.0,990.086956521739,0.0
603.0,996.260869565217,0.0
604.0,1000.086956521739,0.0
593.0,897.1304347826085,0.0
585.0,886.086956521739,0.0
584.0,884.4347826086955,0.0
585.0,886.086956521739,0.0
588.0,875.8260869565215,0.0
588.0,875.8260869565215,0.0
593.0,875.391304347826,0.0
594.0,877.0434782608695,0.0
595.0,874.3478260869565,0.0
624.0,930.95652173913,1.0
623.0,927.1304347826085,1.0
624.0,930.95652173913,1.0
625.0,934.782608695652,1.0
625.0,934.782608695652,1.0
647.0,914.6086956521735,1.0
648.0,916.260869565217,1.0
649.0,915.7391304347825,1.0
652.0,922.869565217391,1.0
651.0,923.391304347826,1.0
629.0,874.0,1.0
630.0,866.95652173913,1.0
627.0,851.1304347826085,1.0
629.0,847.9130434782605,1.0
627.0,864.173913043478,1.0
630.0,869.1304347826085,1.0
633.0,874.086956521739,1.0
632.0,870.260869565217,1.0
627.0,877.2173913043475,1.0
628.0,878.869565217391,1.0
628.0,878.869565217391,1.0
627.0,877.2173913043475,1.0
624.0,878.782608695652,1.0
628.0,911.478260869565,4.0
627.0,912.0,4.0
628.0,915.8260869565215,4.0
630.0,921.3043478260865,4.0
619.0,916.173913043478,4.0
614.0,923.1304347826085,4.0
614.0,923.1304347826085,4.0
626.0,892.95652173913,4.0
627.0,877.2173913043475,4.0
645.0,817.8260869565215,4.0
648.0,824.95652173913,4.0
649.0,828.782608695652,4.0
650.0,832.6086956521735,4.0
659.0,832.260869565217,4.0
643.0,812.3478260869565,0.0
644.0,813.9999999999995,0.0
671.0,958.6086956521735,1.0
666.0,993.8260869565215,0.0
659.0,997.478260869565,0.0
657.0,994.173913043478,0.0
663.0,986.695652173913,1.0
664.0,990.5217391304345,1.0
665.0,985.652173913043,1.0
665.0,981.3043478260865,1.0
666.0,985.1304347826085,1.0
667.0,988.95652173913,1.0
665.0,989.9999999999995,1.0
666.0,991.652173913043,1.0
667.0,986.782608695652,1.0
669.0,987.9130434782605,1.0
670.0,987.391304347826,1.0
693.0,1012.3478260869565,1.0
693.0,1012.3478260869565,1.0
693.0,1012.3478260869565,1.0
687.0,1006.782608695652,1.0
687.0,1011.1304347826085,1.0
679.0,1050.086956521739,1.0
679.0,1056.6086956521735,1.0
704.0,1082.695652173913,0.0
705.0,1084.3478260869565,0.0
705.0,1086.5217391304345,0.0
705.0,1082.173913043478,0.0
711.0,1076.869565217391,0.0
712.0,1098.086956521739,0.0
681.0,1059.9130434782605,0.0
683.0,1054.5217391304345,0.0
671.0,1049.9130434782605,0.0
669.0,1053.1304347826085,0.0
668.0,1053.652173913043,0.0
669.0,1057.478260869565,0.0
668.0,1057.9999999999995,0.0
666.0,1080.782608695652,0.0
645.0,1050.4347826086955,0.0
646.0,1049.9130434782605,0.0
645.0,1054.782608695652,0.0
642.0,1045.478260869565,0.0
643.0,1044.95652173913,0.0
642.0,1043.3043478260865,0.0
642.0,1043.3043478260865,0.0
651.0,1021.2173913043475,0.0
654.0,1010.95652173913,0.0
659.0,993.1304347826085,0.0
657.0,989.8260869565215,0.0
662.0,993.7391304347825,0.0
668.0,923.2173913043475,0.0
630.0,951.7391304347825,0.0
632.0,948.5217391304345,0.0
640.0,953.0434782608695,0.0
641.0,952.5217391304345,0.0
640.0,953.0434782608695,0.0
620.0,952.6086956521735,0.0
653.0,974.5217391304345,0.0
652.0,966.3478260869565,0.0
