n,e_tilda,w^2
0.0,0.0,0.0
1.0,6.0,0.0
5.0,13.52941176470588,0.0
6.0,14.823529411764707,0.0
18.0,42.11764705882352,0.0
24.0,45.17647058823529,0.0
31.0,47.176470588235304,0.0
33.0,45.05882352941177,0.0
38.0,60.94117647058823,0.0
40.0,61.176470588235276,0.0
42.0,66.11764705882354,0.0
42.0,66.11764705882354,0.0
43.0,67.41176470588235,0.0
86.0,130.11764705882354,0.0
94.0,156.94117647058823,0.0
156.0,211.29411764705878,0.0
157.0,217.29411764705878,0.0
158.0,218.58823529411768,0.0
160.0,221.17647058823525,0.0
261.0,342.47058823529414,0.0
262.0,346.1176470588234,0.0
266.0,341.88235294117635,0.0
267.0,345.52941176470586,0.0
382.0,428.47058823529414,1.0
383.0,422.7058823529412,1.0
387.0,432.58823529411757,1.0
388.0,431.52941176470586,1.0
399.0,448.1176470588234,1.0
409.0,512.8235294117646,0.0
507.0,620.8235294117649,0.0
506.0,617.1764705882351,0.0
502.0,630.8235294117649,0.0
501.0,627.1764705882351,0.0
497.0,636.1176470588234,0.0
499.0,634.0,0.0
502.0,637.8823529411766,0.0
503.0,639.1764705882351,0.0
504.0,638.1176470588234,0.0
512.0,639.0588235294117,0.0
510.0,641.1764705882351,0.0
507.0,634.9411764705883,0.0
507.0,632.5882352941176,0.0
511.0,628.3529411764707,0.0
514.0,644.0,0.0
508.0,659.7647058823527,0.0
508.0,673.8823529411766,0.0
525.0,714.705882352941,0.0
532.0,719.0588235294117,0.0
534.0,719.2941176470586,0.0
535.0,720.5882352941176,0.0
537.0,727.8823529411766,0.0
536.0,728.9411764705883,0.0
533.0,722.705882352941,0.0
536.0,726.5882352941176,0.0
535.0,722.9411764705883,0.0
534.0,726.3529411764707,0.0
534.0,726.3529411764707,0.0
535.0,730.0,0.0
533.0,732.1176470588234,0.0
568.0,928.0,0.0
569.0,926.9411764705883,0.0
568.0,923.2941176470586,0.0
567.0,919.6470588235293,0.0
567.0,919.6470588235293,0.0
566.0,918.3529411764707,0.0
565.0,919.4117647058824,0.0
566.0,923.0588235294117,0.0
564.0,911.0588235294117,0.0
565.0,914.705882352941,0.0
564.0,911.0588235294117,0.0
560.0,905.8823529411766,0.0
559.0,902.2352941176468,0.0
558.0,898.5882352941176,0.0
